"POSTE_ID","date","average_values"
2011,2017-01-01,2
2011,2017-01-02,24
2011,2017-01-03,30
2011,2017-01-04,25
2011,2017-01-05,22
2011,2017-01-06,16
2011,2017-01-07,19
2011,2017-01-08,12
2011,2017-01-09,47
2011,2017-01-10,40
2011,2017-01-11,55
2011,2017-01-12,48
2011,2017-01-13,40
2011,2017-01-14,32
2011,2017-01-15,39
2011,2017-01-16,45
2011,2017-01-17,41
2011,2017-01-18,38
2011,2017-01-19,41
2011,2017-01-20,50
2011,2017-01-21,27
2011,2017-01-22,22
2011,2017-01-23,47
2011,2017-01-24,51
2011,2017-01-25,51
2011,2017-01-26,49
2011,2017-01-27,51
2011,2017-01-28,7
2011,2017-01-29,28
2011,2017-01-30,45
2011,2017-01-31,69
2011,2017-02-01,66
2011,2017-02-02,81
2011,2017-02-03,80
2011,2017-02-04,8
2011,2017-02-05,28
2011,2017-02-06,83
2011,2017-02-07,53
2011,2017-02-08,64
2011,2017-02-09,80
2011,2017-02-10,62
2011,2017-02-11,29
2011,2017-02-12,48
2011,2017-02-13,97
2011,2017-02-14,111
2011,2017-02-15,110
2011,2017-02-16,68
2011,2017-02-17,75
2011,2017-02-18,66
2011,2017-02-19,82
2011,2017-02-20,44
2011,2017-02-21,38
2011,2017-02-22,47
2011,2017-02-23,30
2011,2017-02-24,35
2011,2017-02-25,47
2011,2017-02-26,71
2011,2017-02-27,61
2011,2017-02-28,43
2011,2017-03-01,55
2011,2017-03-02,55
2011,2017-03-03,58
2011,2017-03-04,73
2011,2017-03-05,20
2011,2017-03-06,43
2011,2017-03-07,63
2011,2017-03-08,43
2011,2017-03-09,43
2011,2017-03-10,75
2011,2017-03-11,77
2011,2017-03-12,120
2011,2017-03-13,141
2011,2017-03-14,145
2011,2017-03-15,140
2011,2017-03-16,174
2011,2017-03-17,104
2011,2017-03-18,10
2011,2017-03-19,48
2011,2017-03-20,107
2011,2017-03-21,67
2011,2017-03-22,101
2011,2017-03-23,123
2011,2017-03-24,88
2011,2017-03-25,109
2011,2017-03-27,191
2011,2017-03-28,208
2011,2017-03-29,172
2011,2017-03-30,235
2011,2017-03-31,167
2011,2017-04-01,68
2011,2017-04-02,223
2011,2017-04-03,169
2011,2017-04-04,211
2011,2017-04-05,168
2011,2017-04-06,162
2011,2017-04-07,189
2011,2017-04-08,125
2011,2017-04-09,251
2011,2017-04-10,173
2011,2017-04-11,155
2011,2017-04-12,133
2011,2017-04-13,122
2011,2017-04-14,126
2011,2017-04-15,51
2011,2017-04-16,45
2011,2017-04-17,37
2011,2017-04-18,74
2011,2017-04-19,95
2011,2017-04-20,126
2011,2017-04-21,105
2011,2017-04-22,69
2011,2017-04-23,171
2011,2017-04-24,234
2011,2017-04-25,162
2011,2017-04-26,165
2011,2017-04-27,189
2011,2017-04-28,155
2011,2017-04-29,112
2011,2017-04-30,209
2011,2017-05-01,82
2011,2017-05-02,186
2011,2017-05-03,132
2011,2017-05-04,143
2011,2017-05-05,189
2011,2017-05-06,91
2011,2017-05-07,109
2011,2017-05-08,177
2011,2017-05-09,263
2011,2017-05-10,326
2011,2017-05-11,202
2011,2017-05-12,185
2011,2017-05-13,116
2011,2017-05-14,147
2011,2017-05-15,309
2011,2017-05-16,346
2011,2017-05-17,347
2011,2017-05-18,149
2011,2017-05-19,109
2011,2017-05-20,118
2011,2017-05-21,250
2011,2017-05-22,266
2011,2017-05-23,273
2011,2017-05-24,242
2011,2017-05-25,278
2011,2017-05-26,173
2011,2017-05-27,230
2011,2017-05-28,192
2011,2017-05-29,266
2011,2017-05-30,313
2011,2017-05-31,271
2011,2017-06-01,313
2011,2017-06-02,178
2011,2017-06-03,132
2011,2017-06-04,215
2011,2017-06-05,300
2011,2017-06-06,79
2011,2017-06-07,143
2011,2017-06-08,255
2011,2017-06-09,150
2011,2017-06-10,191
2011,2017-06-11,241
2011,2017-06-12,306
2011,2017-06-13,321
2011,2017-06-14,352
2011,2017-06-15,258
2011,2017-06-16,296
2011,2017-06-17,185
2011,2017-06-18,244
2011,2017-06-19,315
2011,2017-06-20,309
2011,2017-06-21,361
2011,2017-06-22,257
2011,2017-06-23,191
2011,2017-06-24,151
2011,2017-06-25,151
2011,2017-06-26,316
2011,2017-06-27,134
2011,2017-06-28,110
2011,2017-06-29,184
2011,2017-06-30,152
2011,2017-07-01,41
2011,2017-07-02,70
2011,2017-07-03,302
2011,2017-07-04,322
2011,2017-07-05,384
2011,2017-07-06,299
2011,2017-07-07,251
2011,2017-07-08,165
2011,2017-07-09,170
2011,2017-07-10,132
2011,2017-07-11,191
2011,2017-07-12,112
2011,2017-07-13,278
2011,2017-07-14,203
2011,2017-07-15,151
2011,2017-07-16,317
2011,2017-07-17,265
2011,2017-07-18,305
2011,2017-07-19,303
2011,2017-07-20,164
2011,2017-07-21,237
2011,2017-07-22,161
2011,2017-07-23,157
2011,2017-07-24,85
2011,2017-07-25,105
2011,2017-07-26,214
2011,2017-07-27,79
2011,2017-07-28,157
2011,2017-07-29,177
2011,2017-07-30,193
2011,2017-07-31,197
2011,2017-08-01,84
